timestamp,price_usd,market_cap_usd,price_change_pct
2025-04-23 21:34:52,93292,1851777519933.3384,0.0003
2025-04-23 21:35:35,93292,1851777519933.3384,0.0
2025-04-23 21:35:53,93294,1851777519933.3384,2e-05
2025-04-23 21:36:35,93294,1851777519933.3384,2e-05
2025-04-23 21:36:53,93294,1851777519933.3384,0.0
2025-04-23 21:37:35,93305,1852424775396.8372,0.00012
2025-04-23 21:37:53,93305,1852424775396.8372,0.00012
2025-04-23 21:38:36,93307,1852424775396.8372,2e-05
2025-04-23 21:38:53,93307,1852424775396.8372,2e-05
2025-04-23 21:39:36,93307,1852424775396.8372,0.0
2025-04-23 21:39:54,93330,1852424775396.8372,0.00025
2025-04-23 21:40:36,93330,1852424775396.8372,0.00025
2025-04-23 21:40:54,93330,1852424775396.8372,0.0
2025-04-23 21:41:36,93354,1853001451847.252,0.00026
2025-04-23 21:41:54,93354,1853001451847.252,0.00026
2025-04-23 21:42:37,93353,1853001451847.252,-1e-05
2025-04-23 21:42:55,93353,1853001451847.252,-1e-05
2025-04-23 21:43:37,93353,1853001451847.252,0.0
2025-04-23 21:43:55,93365,1853001451847.252,0.00013
2025-04-23 21:44:37,93365,1853001451847.252,0.00013
2025-04-23 21:44:55,93365,1853001451847.252,0.0
2025-04-23 21:45:38,93416,1854578925114.8306,0.00055
2025-04-23 21:45:56,93416,1854578925114.8306,0.00055
2025-04-23 21:46:38,93416,1854578925114.8306,0.0
2025-04-23 21:46:56,93424,1854578925114.8306,9e-05
2025-04-23 21:47:38,93424,1854578925114.8306,9e-05
2025-04-23 21:47:56,93424,1854578925114.8306,0.0
2025-04-23 21:48:38,93414,1854578925114.8306,-0.00011
2025-04-23 21:48:56,93414,1854578925114.8306,-0.00011
2025-04-23 21:49:39,93420,1854527435223.402,6e-05
2025-04-23 21:49:57,93420,1854527435223.402,6e-05
2025-04-23 21:50:39,93420,1854527435223.402,0.0
2025-04-23 21:50:57,93454,1854527435223.402,0.00036
2025-04-23 21:51:39,93454,1854527435223.402,0.00036
2025-04-23 21:51:57,93454,1854527435223.402,0.0
2025-04-23 21:52:40,93458,1854527435223.402,4e-05
2025-04-23 21:52:58,93458,1854527435223.402,4e-05
2025-04-23 21:53:40,93458,1854527435223.402,0.0
2025-04-23 21:53:58,93462,1855647621304.174,4e-05
2025-04-23 21:54:40,93462,1855647621304.174,4e-05
2025-04-23 21:54:58,93470,1855647621304.174,9e-05
2025-04-23 21:55:41,93470,1855647621304.174,9e-05
2025-04-23 21:55:58,93470,1855647621304.174,0.0
2025-04-23 21:56:41,93495,1855647621304.174,0.00027
2025-04-23 21:56:59,93495,1855647621304.174,0.00027
2025-04-23 21:57:41,93495,1855647621304.174,0.0
2025-04-23 21:57:59,93520,1856367929839.5432,0.00027
2025-04-23 21:58:42,93520,1856367929839.5432,0.00027
2025-04-23 21:58:59,93520,1856367929839.5432,0.0
2025-04-23 21:59:42,93519,1856367929839.5432,-1e-05
2025-04-23 22:00:00,93519,1856367929839.5432,-1e-05
2025-04-23 22:00:42,93519,1856367929839.5432,0.0
2025-04-23 22:01:00,93542,1857313198799.906,0.00025
2025-04-23 22:01:42,93542,1857313198799.906,0.00025
2025-04-23 22:02:00,93542,1857313198799.906,0.0
2025-04-23 22:02:43,93561,1857313198799.906,0.0002
2025-04-23 22:03:00,93561,1857313198799.906,0.0002
2025-04-23 22:03:43,93561,1857313198799.906,0.0
2025-04-23 22:04:01,93520,1857313198799.906,-0.00044
2025-04-23 22:04:43,93520,1857313198799.906,-0.00044
2025-04-23 22:05:01,93520,1857313198799.906,0.0
2025-04-23 22:05:44,93495,1856387330257.8762,-0.00027
2025-04-23 22:06:01,93495,1856387330257.8762,-0.00027
2025-04-23 22:06:44,93495,1856387330257.8762,0.0
2025-04-23 22:07:02,93495,1856387330257.8762,0.0
2025-04-23 22:07:44,93495,1856387330257.8762,0.0
2025-04-23 22:08:02,93495,1856387330257.8762,0.0
2025-04-23 22:08:45,93461,1855691554788.2693,-0.00036
2025-04-23 22:09:02,93461,1855691554788.2693,-0.00036
2025-04-23 22:09:45,93461,1855691554788.2693,0.0
2025-04-23 22:10:03,93453,1855691554788.2693,-9e-05
2025-04-23 22:10:45,93453,1855691554788.2693,-9e-05
2025-04-23 22:11:03,93453,1855691554788.2693,0.0
2025-04-23 22:11:46,93462,1855691554788.2693,0.0001
2025-04-23 22:12:03,93462,1855691554788.2693,0.0001
2025-04-23 22:12:46,93462,1855691554788.2693,0.0
